CONFORMED-NAME	TICKER	SIC	CIK	YEAR
ETFS PALLADIUM TRUST-16	Unknown	6221	1459862	2016
Activision Blizzard, Inc.-16	ATVI	7372	718877	2016
FIRST COMMONWEALTH FINANCIAL CORP /PA/-16	FCF	6021	712537	2016
Consolidated Communications Holdings, Inc.-16	CNSL	4813	1304421	2016
ROCKWELL MEDICAL, INC.-16	RMTI	3845	1041024	2016
BP PRUDHOE BAY ROYALTY TRUST-16	Unknown	2911	850033	2016
PFIZER INC-16	PFE	2834	78003	2016
PUMA BIOTECHNOLOGY, INC.-16	PBYI	2834	1401667	2016
ACADIA PHARMACEUTICALS INC-16	ACAD	2834	1070494	2016
People's United Financial, Inc.-16	PBCT	6035	1378946	2016
CROWN HOLDINGS INC-16	CCK	3411	1219601	2016
MAGELLAN HEALTH INC-16	MGLN	8060	19411	2016
Metaldyne Performance Group Inc.-16	MPG	3714	1616817	2016
YAHOO INC-16	YHOO	7373	1011006	2016
Bonanza Creek Energy, Inc.-16	BCEI	1311	1509589	2016
BALCHEM CORP-16	BCPC	2800	9326	2016
Emergent BioSolutions Inc.-16	EBS	2834	1367644	2016
EVEREST RE GROUP LTD-16	RE	6331	1095073	2016
PUGET ENERGY INC /WA-16	PSD	4911	1085392	2016
SYNOVUS FINANCIAL CORP-16	SNV	6021	18349	2016
PROSPERITY BANCSHARES INC-16	PRSP	6022	1068851	2016
HALOZYME THERAPEUTICS INC-16	HALO	2836	1159036	2016
PennyMac Mortgage Investment Trust-16	PMT	6798	1464423	2016
INTREXON CORP-16	XON	8731	1356090	2016
DARLING INGREDIENTS INC.-16	DAR	2070	916540	2016
Enphase Energy, Inc.-16	ENPH	3674	1463101	2016
Energy Future Competitive Holdings Co LLC-16	Unknown	4911	1445049	2016
Kate Spade & Co-16	FNP	2330	352363	2016
CVENT INC-16	CVT	7372	1122897	2016
SP Plus Corp-16	STAN	7510	1059262	2016
FIRST FARMERS & MERCHANTS CORP-16	FFMH	6022	703329	2016
STIFEL FINANCIAL CORP-16	SF	6211	720672	2016
Credit Suisse Park View BDC, Inc.-16	Unknown	0	1619239	2016
Novocure Ltd-16	NVCR	3841	1645113	2016
SICHUAN LEADERS PETROCHEMICAL Co-16	SLPC	2510	1547355	2016
EPIQ SYSTEMS INC-16	EPIQ	7371	1027207	2016
LITTELFUSE INC /DE-16	LFUS	3613	889331	2016
OVERSEAS SHIPHOLDING GROUP INC-16	OSG	4412	75208	2016
Terrapin 3 Acquisition Corp-16	Unknown	6770	1608298	2016
Oxford Immunotec Global PLC-16	OXFD	2835	1586049	2016
GREATBATCH, INC.-16	GB	3690	1114483	2016
Energy Future Holdings Corp /TX/-16	TXU	4911	1023291	2016
PUBLIX SUPER MARKETS INC-16	Unknown	5411	81061	2016
Great Basin Scientific, Inc.-16	GBSN	3841	1512138	2016
Energy Future Intermediate Holding CO LLC-16	Unknown	4911	1445146	2016
Press Ganey Holdings, Inc.-16	Unknown	8742	1633142	2016
NEW PEOPLES BANKSHARES INC-16	NWPP	6022	1163389	2016
LendingTree, Inc.-16	TREE	6163	1434621	2016
Nationstar Mortgage Holdings Inc.-16	NSM	6162	1520566	2016
Nationstar Mortgage Holdings Inc.-16	NSM	6162	1520566	2016
Broke Out Inc.-16	Unknown	7372	1634942	2016
Symmetry Surgical Inc.-16	SSRG	3842	1616101	2016
CONSOLIDATED TOMOKA LAND CO-16	CTO	6500	23795	2016
Foundation Medicine, Inc.-16	FMI	8071	1488613	2016
Foundation Medicine, Inc.-16	FMI	8071	1488613	2016
QWEST CORP-16	CTQ	4813	68622	2016
Maiden Holdings, Ltd.-16	MHLD	6331	1412100	2016
PERKINELMER INC-16	PKI	3826	31791	2016
Ares Commercial Real Estate Corp-16	ACRE	6798	1529377	2016
PDF SOLUTIONS INC-16	PDFS	7371	1120914	2016
Hannon Armstrong Sustainable Infrastructure Capital, Inc.-16	HASI	6798	1561894	2016
Red Lion Hotels CORP-16	RLH	7011	1052595	2016
INTERNATIONAL FLAVORS & FRAGRANCES INC-16	IFF	2860	51253	2016
WOLVERINE WORLD WIDE INC /DE/-16	WWW	3140	110471	2016
DURECT CORP-16	DRRX	2834	1082038	2016
GREAT WEST LIFE & ANNUITY INSURANCE CO-16	Unknown	0	744455	2016
FOSTER L B CO-16	FSTR	5051	352825	2016
DEMAND MEDIA INC.-16	DMD	7374	1365038	2016
NEKTAR THERAPEUTICS-16	NKTR	2834	906709	2016
CUBESCAPE INC-16	Unknown	3089	1648087	2016
CONCERT PHARMACEUTICALS, INC.-16	CNCE	2834	1367920	2016
USANA HEALTH SCIENCES INC-16	USNA	2833	896264	2016
Crexendo, Inc.-16	EXE	7373	1075736	2016
NOODLES & Co-16	NDLS	5812	1275158	2016
ADVANCE AUTO PARTS INC-16	AAP	5531	1158449	2016
Great Lakes Dredge & Dock CORP-16	GLDD	1600	1372020	2016
Momentive Performance Materials Inc.-16	Unknown	2860	1405041	2016
Goldman Sachs BDC, Inc.-16	Unknown	0	1572694	2016
Macquarie Equipment Leasing Fund, LLC-16	Unknown	7359	1446714	2016
RADISYS CORP-16	RSYS	3577	873044	2016
EXCO RESOURCES INC-16	XCO	1311	316300	2016
SOUTHERN FIRST BANCSHARES INC-16	SFST	6021	1090009	2016
Armada Hoffler Properties, Inc.-16	AHH	6500	1569187	2016
ILLUMINA INC-16	ILMN	3826	1110803	2016
Winthrop Realty Trust-16	FUR	6798	37008	2016
B&G Foods, Inc.-16	BGF	2000	1278027	2016
RCM TECHNOLOGIES INC-16	RCMT	7363	700841	2016
MIDDLEBY CORP-16	MIDD	3580	769520	2016
INTERFACE INC-16	TILE	2273	715787	2016
RELM WIRELESS CORP-16	RWC	3663	2186	2016
WEIGHT WATCHERS INTERNATIONAL INC-16	WTW	7200	105319	2016
Garrison Capital Inc.-16	GARS	0	1509892	2016
ALLSTATE LIFE INSURANCE CO-16	Unknown	6311	352736	2016
ULTRALIFE CORP-16	ULBI	3690	875657	2016
BIG 5 SPORTING GOODS Corp-16	BGFV	5940	1156388	2016
GSI GROUP INC-16	GSIG	3690	1076930	2016
AMERICAN VANGUARD CORP-16	AVD	2870	5981	2016
LATTICE SEMICONDUCTOR CORP-16	LSCC	3674	855658	2016
API Technologies Corp.-16	RBCV	3674	1081078	2016
MASONITE INTERNATIONAL CORP-16	DOOR	2430	893691	2016
V F CORP-16	VFC	2320	103379	2016
Lantheus Holdings, Inc.-16	LNTH	2835	1521036	2016
CEC ENTERTAINMENT INC-16	CEC	5812	813920	2016
OnePower Systems Ltd.-16	Unknown	7389	1561206	2016
Milacron Holdings Corp.-16	MCRN	3559	1637913	2016
UNITED INSURANCE HOLDINGS CORP.-16	UIHC	6331	1401521	2016
CYPRESS SEMICONDUCTOR CORP /DE/-16	CY	3674	791915	2016
National CineMedia, LLC-16	Unknown	7310	1527190	2016
SpartanNash Co-16	SPTN	5141	877422	2016
UWHARRIE CAPITAL CORP-16	UWHR	6022	898171	2016
FIVE STAR QUALITY CARE INC-16	FVE	8051	1159281	2016
American Renaissance Capital, Inc.-16	Unknown	6799	1614106	2016
Imprivata Inc-16	IMPR	7372	1328015	2016
AERIE PHARMACEUTICALS INC-16	AERI	2836	1337553	2016
Easterly Government Properties, Inc.-16	DEA	6798	1622194	2016
CRAFT BREW ALLIANCE, INC.-16	BREW	2082	892222	2016
UNITED ONLINE INC-16	UNTD	7370	1142701	2016
UNITED ONLINE INC-16	UNTD	7370	1142701	2016
TRANSENTERIX INC.-16	TRXC	3841	876378	2016
Univar Inc.-16	UNVR	5160	1494319	2016
Univar Inc.-16	UNVR	5160	1494319	2016
RIDGEWOOD ENERGY Q FUND LLC-16	Unknown	1382	1338474	2016
Planet Payment Inc-16	PLPM	7389	1362925	2016
CAI International, Inc.-16	CAP	7359	1388430	2016
CAI International, Inc.-16	CAP	7359	1388430	2016
CLEARSIGN COMBUSTION CORP-16	CLIR	3823	1434524	2016
FBL FINANCIAL GROUP INC-16	FFG	6311	1012771	2016
FBL FINANCIAL GROUP INC-16	FFG	6311	1012771	2016
Aimmune Therapeutics, Inc.-16	AIMT	2834	1631650	2016
CDI CORP-16	CDI	7363	18396	2016
CDI CORP-16	CDI	7363	18396	2016
FATE THERAPEUTICS INC-16	FATE	2836	1434316	2016
FATE THERAPEUTICS INC-16	FATE	2836	1434316	2016
VSE CORP-16	VSEC	8711	102752	2016
Teladoc, Inc.-16	TDOC	8011	1477449	2016
Teladoc, Inc.-16	TDOC	8011	1477449	2016
GoDaddy Inc.-16	Unknown	7373	1609711	2016
ALPHA PRO TECH LTD-16	APT	3842	884269	2016
GENERAL COMMUNICATION INC-16	GNCMA	4813	808461	2016
TopBuild Corp-16	Unknown	1700	1633931	2016
INTERNATIONAL SHIPHOLDING CORP-16	ISH	4412	278041	2016
CALLON PETROLEUM CO-16	CPE	1311	928022	2016
CALLON PETROLEUM CO-16	CPE	1311	928022	2016
InfraREIT, Inc.-16	HIFR	6798	1506401	2016
InfraREIT, Inc.-16	HIFR	6798	1506401	2016
RIDGEWOOD ENERGY V FUND LLC-16	Unknown	1382	1385662	2016
Diversicare Healthcare Services, Inc.-16	AVCA	8051	919956	2016
Diversicare Healthcare Services, Inc.-16	AVCA	8051	919956	2016
NEULION, INC.-16	NLN	4841	1387713	2016
CenterState Banks, Inc.-16	CSFL	6021	1102266	2016
LHC Group, Inc-16	LHCG	8082	1303313	2016
MYR GROUP INC.-16	MYRG	1623	700923	2016
Dividend Capital Diversified Property Fund Inc.-16	Unknown	6798	1327978	2016
Dividend Capital Diversified Property Fund Inc.-16	Unknown	6798	1327978	2016
Tobira Therapeutics, Inc.-16	RGDO	2834	1311596	2016
Tobira Therapeutics, Inc.-16	RGDO	2834	1311596	2016
KONA GRILL INC-16	KONA	5812	1265572	2016
KONA GRILL INC-16	KONA	5812	1265572	2016
GCI INC-16	Unknown	4813	75679	2016
GCI INC-16	Unknown	4813	75679	2016
ISSUER DIRECT CORP-16	ISDR	2750	843006	2016
ISSUER DIRECT CORP-16	ISDR	2750	843006	2016
Five9, Inc.-16	FIVN	7374	1288847	2016
Stellus Capital Investment Corp-16	SCM	0	1551901	2016
Stellus Capital Investment Corp-16	SCM	0	1551901	2016
PAIN THERAPEUTICS INC-16	PTIE	2834	1069530	2016
PERFICIENT INC-16	PRFT	7371	1085869	2016
PERFICIENT INC-16	PRFT	7371	1085869	2016
LAKELAND FINANCIAL CORP-16	LKFN	6022	721994	2016
Del Frisco's Restaurant Group, Inc.-16	DFRG	5812	1415301	2016
Wells Fargo Real Estate Investment Corp.-16	Unknown	6798	1616093	2016
Wells Fargo Real Estate Investment Corp.-16	Unknown	6798	1616093	2016
PAR PACIFIC HOLDINGS, INC.-16	DPTR	1311	821483	2016
PAR PACIFIC HOLDINGS, INC.-16	DPTR	1311	821483	2016
Verastem, Inc.-16	VSTM	2834	1526119	2016
Verastem, Inc.-16	VSTM	2834	1526119	2016
Tonix Pharmaceuticals Holding Corp.-16	TAEI	2834	1430306	2016
Tonix Pharmaceuticals Holding Corp.-16	TAEI	2834	1430306	2016
Reis, Inc.-16	WRP	7389	1038222	2016
Ridgewood Energy W Fund LLC-16	Unknown	1382	1409947	2016
BBVA COMPASS BANCSHARES, INC-16	Unknown	6021	1409775	2016
CAMBIUM LEARNING GROUP, INC.-16	ABCD	2741	1466815	2016
CAMBIUM LEARNING GROUP, INC.-16	ABCD	2741	1466815	2016
NORTHERN OIL & GAS, INC.-16	N	1311	1104485	2016
EXACTECH INC-16	EXAC	3842	913165	2016
COMPX INTERNATIONAL INC-16	CIX	3420	1049606	2016
Ignite Restaurant Group, Inc.-16	IRG	5812	1526796	2016
Ignite Restaurant Group, Inc.-16	IRG	5812	1526796	2016
ProNAi Therapeutics Inc-16	DNAI	2834	1290149	2016
GREAT SOUTHERN BANCORP INC-16	GSBC	6022	854560	2016
GREAT SOUTHERN BANCORP INC-16	GSBC	6022	854560	2016
FIDUS INVESTMENT Corp-16	FDUS	0	1513363	2016
FIDUS INVESTMENT Corp-16	FDUS	0	1513363	2016
Exeo Entertainment, Inc.-16	Unknown	3570	1528760	2016
ROCKY BRANDS, INC.-16	RCKY	3140	895456	2016
WEST BANCORPORATION INC-16	WTBA	6022	1166928	2016
WEST BANCORPORATION INC-16	WTBA	6022	1166928	2016
MEDIZONE INTERNATIONAL INC-16	MZEI	5122	753772	2016
AMERICA FIRST MULTIFAMILY INVESTORS, L.P.-16	ATAXZ	6199	1059142	2016
AMERICA FIRST MULTIFAMILY INVESTORS, L.P.-16	ATAXZ	6199	1059142	2016
RVUE HOLDINGS, INC.-16	RVUE	7310	1455206	2016
Habit Restaurants, Inc.-16	HABT	5812	1617977	2016
Habit Restaurants, Inc.-16	HABT	5812	1617977	2016
PC CONNECTION INC-16	PCCC	5961	1050377	2016
PC CONNECTION INC-16	PCCC	5961	1050377	2016
EVANS BANCORP INC-16	EVBN	6021	842518	2016
EVANS BANCORP INC-16	EVBN	6021	842518	2016
SOLITARIO EXPLORATION & ROYALTY CORP.-16	XPL	1040	917225	2016
SOLITARIO EXPLORATION & ROYALTY CORP.-16	XPL	1040	917225	2016
MidWestOne Financial Group, Inc.-16	MOFG	6022	1412665	2016
MidWestOne Financial Group, Inc.-16	MOFG	6022	1412665	2016
ENGLOBAL CORP-16	ENG	8711	933738	2016
ENGLOBAL CORP-16	ENG	8711	933738	2016
REGENXBIO Inc.-16	RGNX	2836	1590877	2016
REGENXBIO Inc.-16	RGNX	2836	1590877	2016
ST JOE CO-16	JOE	6552	745308	2016
ST JOE CO-16	JOE	6552	745308	2016
US CONCRETE INC-16	USCR	3272	1073429	2016
DC Industrial Liquidating Trust-16	Unknown	6500	1464720	2016
SWIFT ENERGY CO-16	SFY	1311	351817	2016
NovaBay Pharmaceuticals, Inc.-16	NBY	2834	1389545	2016
CRA INTERNATIONAL, INC.-16	CRAI	8111	1053706	2016
TETRA TECHNOLOGIES INC-16	TTI	1311	844965	2016
C & F FINANCIAL CORP-16	CFFI	6022	913341	2016
TESCO CORP-16	TESO	3533	1022705	2016
Pendrell Corp-16	PCO	6794	1359555	2016
Marketo, Inc.-16	MKTO	7372	1490660	2016
UNITED STATES LIME & MINERALS INC-16	USLM	1400	82020	2016
MONROE CAPITAL Corp-16	MRCC	0	1512931	2016
PETROQUEST ENERGY INC-16	PQ	1311	872248	2016
ASPEN AEROGELS INC-16	Unknown	5030	1145986	2016
Park Sterling Corp-16	PSTB	6022	1507277	2016
Approach Resources Inc-16	AREX	1311	1405073	2016
SANDY SPRING BANCORP INC-16	SASR	6021	824410	2016
TRUSTCO BANK CORP N Y-16	TRST	6022	357301	2016
FreightCar America, Inc.-16	RAIL	3743	1320854	2016
UNIVERSAL HEALTH REALTY INCOME TRUST-16	UHT	6798	798783	2016
1st Century Bancshares, Inc.-16	FCTY	6022	1420525	2016
NETLIST INC-16	NLST	3674	1282631	2016
UNITED SECURITY BANCSHARES-16	UBFO	6021	1137547	2016
Planet Fitness, Inc.-16	PLNT	7997	1637207	2016
Resource Innovation Office REIT, Inc.-16	Unknown	6798	1614502	2016
RUBICON PROJECT, INC.-16	RUBI	7370	1595974	2016
Chefs' Warehouse, Inc.-16	CHEF	5141	1517175	2016
Forestar Group Inc.-16	FOR	6500	1406587	2016
Forestar Group Inc.-16	FOR	6500	1406587	2016
American Realty Capital Healthcare Trust III, Inc.-16	Unknown	6798	1609234	2016
NORTHWEST PIPE CO-16	NWPX	3317	1001385	2016
Energy Recovery, Inc.-16	ERII	3559	1421517	2016
CALLAWAY GOLF CO-16	ELY	3949	837465	2016
K2M GROUP HOLDINGS, INC.-16	KTWO	3841	1499807	2016
K2M GROUP HOLDINGS, INC.-16	KTWO	3841	1499807	2016
FIRST COMMUNITY BANCSHARES INC /NV/-16	FCBC	6022	859070	2016
KOPIN CORP-16	KOPN	3674	771266	2016
CNH Industrial Capital LLC-16	Unknown	6159	1552493	2016
ARDELYX, INC.-16	ARDX	2834	1437402	2016
CINEMARK USA INC /TX-16	Unknown	7830	885975	2016
SIGA TECHNOLOGIES INC-16	SIGA	2834	1010086	2016
Waterstone Financial, Inc.-16	WSBF	6035	1569994	2016
NATIONAL RESEARCH CORP-16	NRCIA	8731	70487	2016
U S PHYSICAL THERAPY INC /NV-16	USPH	8000	885978	2016
BBCN BANCORP INC-16	BBCN	6021	1128361	2016
KEY ENERGY SERVICES INC-16	KEG	1389	318996	2016
MOCON INC-16	MOCO	3829	67279	2016
MOCON INC-16	MOCO	3829	67279	2016
UNITY BANCORP INC /NJ/-16	UNTY	6022	920427	2016
UNITY BANCORP INC /NJ/-16	UNTY	6022	920427	2016
HCI Group, Inc.-16	HCI	6331	1400810	2016
Vitae Pharmaceuticals, Inc-16	VTAE	2834	1157602	2016
COMMUNITY WEST BANCSHARES /-16	CWBC	6022	1051343	2016
COMMUNITY WEST BANCSHARES /-16	CWBC	6022	1051343	2016
BALDWIN & LYONS INC-16	BWINB	6331	9346	2016
Ruths Hospitality Group, Inc.-16	RUTH	5812	1324272	2016
AXCELIS TECHNOLOGIES INC-16	ACLS	3559	1113232	2016
HAVERTY FURNITURE COMPANIES INC-16	HVT	5712	216085	2016
TRAC Intermodal LLC-16	Unknown	3715	1570774	2016
CHEGG, INC-16	CHGG	8200	1364954	2016
NewStar Financial, Inc.-16	NEWS	6172	1373561	2016
Omega Flex, Inc.-16	OFLX	3430	1317945	2016
Eclipse Resources Corp-16	ECR	1311	1600470	2016
Apple REIT Ten, Inc.-16	Unknown	6798	1498864	2016
AV Homes, Inc.-16	AVHI	1531	39677	2016
SAUL CENTERS INC-16	BFS	6798	907254	2016
TUPPERWARE BRANDS CORP-16	TUP	3089	1008654	2016
City Office REIT, Inc.-16	CIO	6798	1593222	2016
DELTIC TIMBER CORP-16	DEL	2421	1022469	2016
BAYLAKE CORP-16	BYLK	6022	275119	2016
RORINE INTERNATIONAL HOLDING Corp-16	QPRJ	3842	1423586	2016
CNB FINANCIAL CORP/PA-16	CCNE	6022	736772	2016
ACNB CORP-16	ACNB	6022	715579	2016
inContact, Inc.-16	SAAS	7372	1087934	2016
MINDBODY, Inc.-16	MB	7374	1458962	2016
Stock Yards Bancorp, Inc.-16	SYBT	6022	835324	2016
MARLIN BUSINESS SERVICES CORP-16	MRLN	6022	1260968	2016
Dermira, Inc.-16	DERM	2834	1557883	2016
HEALTHWAYS, INC-16	HWAY	8090	704415	2016
INVIVO THERAPEUTICS HOLDINGS CORP.-16	NVIV	3841	1292519	2016
ConnectOne Bancorp, Inc.-16	CNBC	6022	712771	2016
IntraLinks Holdings, Inc.-16	IL	7372	1488075	2016
ELECTRONIC SYSTEMS TECHNOLOGY INC-16	ELST	3670	752294	2016
ELECTRONIC SYSTEMS TECHNOLOGY INC-16	ELST	3670	752294	2016
AIRWARE LABS CORP.-16	AIRW	3843	1500123	2016
MIDDLESEX WATER CO-16	MSEX	4941	66004	2016
SKULLCANDY, INC.-16	SKUL	3651	1423542	2016
CatchMark Timber Trust, Inc.-16	CTT	6798	1341141	2016
Atlas Resource Partners, L.P.-16	ARP	1381	1532750	2016
MERCANTILE BANK CORP-16	MBWM	6022	1042729	2016
SCYNEXIS INC-16	SCYX	2834	1178253	2016
POPE RESOURCES LTD PARTNERSHIP-16	POPEZ	800	784011	2016
POPE RESOURCES LTD PARTNERSHIP-16	POPEZ	800	784011	2016
MEDALLION FINANCIAL CORP-16	TAXI	6199	1000209	2016
ACELRX PHARMACEUTICALS INC-16	ACRX	2834	1427925	2016
Neurotrope, Inc.-16	Unknown	2834	1513856	2016
LIQUIDMETAL TECHNOLOGIES INC-16	LQMT	2800	1141240	2016
CytomX Therapeutics, Inc.-16	CTMX	2834	1501989	2016
United Financial Bancorp, Inc.-16	RCKB	6036	1501364	2016
COMMUNICATIONS SALES & LEASING, INC.-16	Unknown	6798	1620280	2016
Acelity L.P. Inc.-16	Unknown	3841	1557939	2016
CENTURY ALUMINUM CO-16	CENX	3334	949157	2016
SOUTHWEST BANCORP INC-16	OKSB	6022	914374	2016
Resolute Energy Corp-16	REN	1311	1469510	2016
RIDGEWOOD ENERGY S FUND LLC-16	Unknown	1382	1352190	2016
Sagent Pharmaceuticals, Inc.-16	SGNT	2834	1369786	2016
CASS INFORMATION SYSTEMS INC-16	CASS	7389	708781	2016
American Midstream Partners, LP-16	AMID	4922	1513965	2016
OPOWER, INC.-16	OPWR	7372	1412043	2016
HERITAGE COMMERCE CORP-16	HTBK	6022	1053352	2016
Blue Water Bar & Grill, Inc.-16	Unknown	7372	1593470	2016
RTI SURGICAL, INC.-16	RTIX	3842	1100441	2016
Support.com, Inc.-16	SPRT	7374	1104855	2016
Otonomy, Inc.-16	OTIC	2834	1493566	2016
Atlas Financial Holdings, Inc.-16	AFH	6331	1539894	2016
Orchids Paper Products CO /DE-16	TIS	2621	1324189	2016
INDEPENDENT BANK CORP /MI/-16	IBCP	6022	39311	2016
ATLANTIC POWER CORP-16	AT	4900	1419242	2016
RIDGEWOOD ENERGY T FUND LLC-16	Unknown	1382	1364397	2016
Griffin-American Healthcare REIT IV, Inc.-16	Unknown	6798	1632970	2016
NICOLET BANKSHARES INC-16	Unknown	6021	1174850	2016
Cable One, Inc.-16	Unknown	4841	1632127	2016
Enova International, Inc.-16	Unknown	6141	1529864	2016
BANK MUTUAL CORP-16	BKMU	6035	1123270	2016
CASCADE MICROTECH INC-16	CSCD	3825	864559	2016
CSI Compressco LP-16	GSJK	1389	1449488	2016
Health Insurance Innovations, Inc.-16	HIIQ	6411	1561387	2016
MeetMe, Inc.-16	MEET	7310	1078099	2016
AMERISERV FINANCIAL INC /PA/-16	ASRV	6021	707605	2016
Black Stone Minerals, L.P.-16	Unknown	1311	1621434	2016
EMC INSURANCE GROUP INC-16	EMCI	6331	356130	2016
DYNEX CAPITAL INC-16	DX	6798	826675	2016
Nivalis Therapeutics, Inc.-16	Unknown	2834	1626199	2016
ENDOCYTE INC-16	ECYT	2834	1235007	2016
CHARLES & COLVARD LTD-16	CTHR	3910	1015155	2016
Capitala Finance Corp.-16	CPTA	0	1571329	2016
CAPITAL CITY BANK GROUP INC-16	CCBG	6022	726601	2016
Allied Ventures Holdings Corp.-16	EXGP	7372	723533	2016
CODORUS VALLEY BANCORP INC-16	CVLY	6035	806279	2016
Neff Corp-16	NEFF	7359	1617667	2016
Arcadia Biosciences, Inc.-16	Unknown	2870	1469443	2016
CODEXIS INC-16	CDXS	2860	1200375	2016
CHEMBIO DIAGNOSTICS, INC.-16	TSLU	2834	1092662	2016
Sun BioPharma, Inc.-16	Unknown	2834	1029125	2016
Sun BioPharma, Inc.-16	Unknown	2834	1029125	2016
ONVIA INC-16	ONVI	7389	1100917	2016
Hawaiian Telcom Holdco, Inc.-16	HCOM	4899	1487986	2016
MANHATTAN BRIDGE CAPITAL, INC-16	DAGM	6798	1080340	2016
YORK WATER CO-16	YORW	4941	108985	2016
ICF International, Inc.-16	ICFI	8742	1362004	2016
Enviva Partners, LP-16	Unknown	2400	1592057	2016
Protalix BioTherapeutics, Inc.-16	OTIX	2836	1006281	2016
Rouse Properties, Inc.-16	RSE	6500	1528558	2016
MCCLATCHY CO-16	MNI	2711	1056087	2016
Carroll Bancorp, Inc.-16	CROL	6022	1515069	2016
Westlake Chemical Partners LP-16	WLKP	2860	1604665	2016
Jason Industries, Inc.-16	QPAC	3990	1579252	2016
DYNAVAX TECHNOLOGIES CORP-16	DVAX	2834	1029142	2016
Xenon Pharmaceuticals Inc.-16	XENE	2834	1582313	2016
CBIZ, Inc.-16	CBZ	7389	944148	2016
CBIZ, Inc.-16	CBZ	7389	944148	2016
AMC ENTERTAINMENT HOLDINGS, INC.-16	AMC	7830	1411579	2016
Bank of Commerce Holdings-16	BOCH	6022	702513	2016
Viking Therapeutics, Inc.-16	VKTX	2834	1607678	2016
Versartis, Inc.-16	VSAR	2834	1513818	2016
MICROVISION, INC.-16	MVIS	3679	65770	2016
Xencor Inc-16	XNCR	2834	1326732	2016
FINANCIAL INSTITUTIONS INC-16	FISI	6021	862831	2016
Penumbra Inc-16	PEN	3841	1321732	2016
VICOR CORP-16	VICR	3679	751978	2016
ANTARES PHARMA, INC.-16	ATRS	3841	1016169	2016
Edge Therapeutics, Inc.-16	EDGE	2834	1472091	2016
Heritage Insurance Holdings, Inc.-16	HRTG	6331	1598665	2016
RIGEL PHARMACEUTICALS INC-16	RIGL	2834	1034842	2016
TORVEC INC-16	TOVC	3714	1063197	2016
TEJON RANCH CO-16	TRC	6500	96869	2016
ADURO BIOTECH, INC.-16	ADRO	2834	1435049	2016
U.S. Stem Cell, Inc.-16	BHRT	8731	1388319	2016
SERVICESOURCE INTERNATIONAL, INC.-16	SREV	7389	1310114	2016
ZAGG Inc-16	ZAGG	5900	1296205	2016
HILLS BANCORPORATION-16	HBIA	6022	732417	2016
KCAP Financial, Inc.-16	KCAP	0	1372807	2016
CPS TECHNOLOGIES CORP/DE/-16	CPSH	3260	814676	2016
Business Development Corp of America-16	Unknown	0	1490927	2016
CENTURY BANCORP INC-16	CNBKA	6022	812348	2016
BRAINSTORM CELL THERAPEUTICS INC.-16	BCLI	2836	1137883	2016
Ultra Clean Holdings, Inc.-16	UCTT	3674	1275014	2016
TUCOWS INC /PA/-16	TCX	7374	909494	2016
TearLab Corp-16	TEAR	3841	1299139	2016
COMMUNITY FIRST INC-16	Unknown	6022	1179500	2016
Sierra Income Corp-16	Unknown	0	1523526	2016
PIXELWORKS, INC-16	PXLW	3674	1040161	2016
Epizyme, Inc.-16	EPZM	2834	1571498	2016
GENOMIC HEALTH INC-16	GHDX	8071	1131324	2016
Xenith Bankshares, Inc.-16	XBKS	6022	1442741	2016
ONCOGENEX PHARMACEUTICALS, INC.-16	SNUS	2835	949858	2016
Blue Hills Bancorp, Inc.-16	BHBK	6022	1601545	2016
Primo Water Corp-16	PRMW	5141	1365101	2016
THESTREET, INC.-16	TST	2711	1080056	2016
Alcentra Capital Corp-16	Unknown	0	1578620	2016
APRICUS BIOSCIENCES, INC.-16	NEXM	2834	1017491	2016
Bankrate, Inc.-16	RATE	7374	1518222	2016
CATALYST BIOSCIENCES, INC.-16	TRGT	2834	1124105	2016
BAHAMAS CONCIERGE, INC.-16	Unknown	7200	1526759	2016
BAHAMAS CONCIERGE, INC.-16	Unknown	7200	1526759	2016
Aleris Corp-16	Unknown	3341	1518587	2016
MEDIACOM CAPITAL CORP-16	Unknown	4841	1064117	2016
BlackRock Capital Investment Corp-16	Unknown	0	1326003	2016
MIDDLEFIELD BANC CORP-16	MBCN	6022	836147	2016
NPC Restaurant Holdings, LLC-16	Unknown	5812	1548621	2016
UMH PROPERTIES, INC.-16	UMH	6798	752642	2016
DAVEY TREE EXPERT CO-16	Unknown	700	277638	2016
InfuSystem Holdings, Inc-16	INFU	3841	1337013	2016
GENVEC INC-16	GNVC	2834	934473	2016
VIVUS INC-16	VVUS	2834	881524	2016
MILLER INDUSTRIES INC /TN/-16	MLR	3713	924822	2016
OLD DOMINION ELECTRIC COOPERATIVE-16	Unknown	4911	885568	2016
INSTITUTIONAL FINANCIAL MARKETS, INC.-16	IFMI	6211	1270436	2016
XOMA Corp-16	XOMA	2834	791908	2016
TREVENA INC-16	TRVN	2834	1429560	2016
Installed Building Products, Inc.-16	IBP	1520	1580905	2016
Installed Building Products, Inc.-16	IBP	1520	1580905	2016
DOUGLAS DYNAMICS, INC-16	PLOW	3531	1287213	2016
SMITH MICRO SOFTWARE INC-16	SMSI	7372	948708	2016
MRV COMMUNICATIONS INC-16	MRVC	3674	887969	2016
OMEGA PROTEIN CORP-16	OME	2070	1053650	2016
NATIONAL BANKSHARES INC-16	NKSH	6021	796534	2016
CONSUMER PORTFOLIO SERVICES INC-16	CPSS	6199	889609	2016
