CONFORMED-NAME	SIC	CIK	YEAR
VENTRUS BIOSCIENCES INC-14	2834	1426800	2014
Empowered Products, Inc.-14	2844	1483935	2014
Cytosorbents Corp-14	3841	1175151	2014
STRATS(SM) Trust for Procter & Gamble Securities, Series 2006-1-14	6189	1353226	2014
TACTICAL DIVERSIFIED FUTURES FUND L.P.-14	6798	1209709	2014
CHINA AUTOMOTIVE SYSTEMS INC-14	3714	1157762	2014
ATLAS AMERICA PUBLIC #11-2002 LTD.-14	1311	1175028	2014
CATASYS, INC.-14	8090	1136174	2014
Atlas Resources Public #18-2008 (A) L.P.-14	1311	1432987	2014
World Surveillance Group Inc.-14	4813	919742	2014
China Network Media, Inc.-14	7374	1440760	2014
COAST DISTRIBUTION SYSTEM INC-14	5013	728303	2014
ZOSANO, INC.-14	5960	1537528	2014
Cord Blood America, Inc.-14	8071	1289496	2014
Atlas Resources Public #17-2008 (B) L.P.-14	1311	1399541	2014
AFFIRMATIVE INSURANCE HOLDINGS INC-14	6331	1282543	2014
INTREXON CORP-14	8731	1356090	2014
Encompass Energy Services, Inc.-14	1311	1430415	2014
Chaparral Energy, Inc.-14	1311	1346980	2014
UNITED MORTGAGE TRUST-14	6798	101390	2014
HOTEL OUTSOURCE MANAGEMENT INTERNATIONAL INC-14	5900	1174814	2014
COPsync, Inc.-14	3576	1383154	2014
Atlas Resources Public #16-2007 (A) L.P.-14	1311	1374985	2014
Arno Therapeutics, Inc-14	2834	1195116	2014
Integrated Inpatient Solutions, Inc.-14	7389	1174672	2014
GS Mortgage Securities Trust 2012-GCJ7-14	6189	1548266	2014
Hallwood Group Inc-14	2221	355766	2014
Eleven Biotherapeutics, Inc.-14	2834	1485003	2014
Vu1 CORP-14	3669	906448	2014
USEC INC-14	1400	1065059	2014
CONSOLIDATED GEMS, INC.-14	7389	1423417	2014
HOOPER HOLMES INC-14	8090	741815	2014
Sequoia Mortgage Trust 2010-H1-14	6189	1490028	2014
IRIS BIOTECHNOLOGIES INC-14	3841	1396238	2014
ACCESS US OIL & GAS, INC.-14	6770	1550956	2014
SKYSTAR BIO-PHARMACEUTICAL CO-14	2834	1076939	2014
Quest Resource Holding Corp-14	7359	1442236	2014
GreenHunter Resources, Inc.-14	2860	1410056	2014
CUI Global, Inc.-14	7310	1108967	2014
BERKSHIRE INCOME REALTY, INC.-14	6500	1178862	2014
Citizens Independent Bancorp, Inc.-14	6022	1553830	2014
Halo Companies, Inc.-14	7320	814286	2014
AFS SenSub Corp.-14	6189	1347185	2014
SEQUENTIAL BRANDS GROUP, INC.-14	2300	791770	2014
Axion Power International, Inc.-14	3690	1028153	2014
GS Mortgage Securities Trust 2013-GCJ12-14	6189	1575190	2014
AMANASU TECHNO HOLDINGS CORP-14	3751	1168663	2014
CANTERBURY PARK HOLDING CORP-14	7948	926761	2014
FlexShopper, Inc.-14	6153	1397047	2014
WIDEPOINT CORP-14	7373	1034760	2014
Commonwealth Income & Growth Fund VI-14	7350	1351901	2014
TOWER PARK MARINA INVESTORS LP-14	6512	831491	2014
SIGMA LABS, INC.-14	7600	788611	2014
Heyu Leisure Holidays Corp-14	6770	1586573	2014
VIASPACE Inc.-14	7330	1270200	2014
IGI LABORATORIES, INC-14	2836	352998	2014
NephroGenex, Inc.-14	2834	1338095	2014
Comstock Holding Companies, Inc.-14	1531	1299969	2014
THERMOENERGY CORP-14	4955	884504	2014
Citigroup Commercial Mortgage Trust 2013-GC17-14	6189	1590058	2014
Harvest Capital Credit Corp-14	0	1559909	2014
GS Mortgage Securities Trust 2013-GCJ14-14	6189	1581653	2014
Point Capital, Inc.-14	6159	1514183	2014
Hedgebrook-14	6770	1567852	2014
First Internet Bancorp-14	6022	1562463	2014
Citigroup Commercial Mortgage Trust 2013-GC15-14	6189	1585673	2014
RiceBran Technologies-14	2040	1063537	2014
MEWBOURNE ENERGY PARTNERS 03-A LP-14	1311	1170797	2014
China Commercial Credit Inc-14	6021	1556266	2014
SkyPeople Fruit Juice, Inc-14	2030	1066923	2014
American Electric Technologies Inc-14	3620	1043186	2014
Inrad Optics, Inc.-14	3679	719494	2014
Carbon Sciences, Inc.-14	4953	1407878	2014
WIRELESS TELECOM GROUP INC-14	3825	878828	2014
New Dimension Holdings, Inc.-14	6770	1586227	2014
PACIFIC HEALTH CARE ORGANIZATION INC-14	8090	1138476	2014
ZETA ACQUISITION CORP I-14	6770	1422141	2014
Gepco, Ltd.-14	7359	1454010	2014
REGENT TECHNOLOGIES INC-14	1311	319200	2014
GS Mortgage Securities Trust 2013-GCJ16-14	6189	1587234	2014
Triton Pacific Investment Corporation, Inc.-14	0	1521945	2014
YOU ON DEMAND HOLDINGS, INC.-14	4841	837852	2014
REO PLUS, INC.-14	6510	1494582	2014
NETREIT, INC.-14	6798	1080657	2014
LEASE EQUITY APPRECIATION FUND I LP-14	7350	1169083	2014
OSIRIS THERAPEUTICS, INC.-14	2836	1360886	2014
Atlas Resources Public #18-2009 (B) L.P.-14	1311	1432985	2014
ULURU Inc.-14	2834	1168220	2014
VERMILLION, INC.-14	2835	926617	2014
STRATEGIC ACQUISITIONS INC /NV/-14	6770	847942	2014
CICERO INC-14	7371	945384	2014
FUSION TELECOMMUNICATIONS INTERNATIONAL INC-14	4813	1071411	2014
FULLNET COMMUNICATIONS INC-14	7374	1092570	2014
BAYNON INTERNATIONAL CORP-14	6770	1089598	2014
Harvard Apparatus Regenerative Technology, Inc.-14	3841	1563665	2014
KIWA BIO-TECH PRODUCTS GROUP CORP-14	2870	1159275	2014
Crumbs Bake Shop, Inc.-14	5400	1476719	2014
Max Sound Corp-14	7374	1353499	2014
AEI INCOME & GROWTH FUND XXI LTD PARTNERSHIP-14	6500	931755	2014
Strategic Storage Trust, Inc.-14	6798	1410567	2014
Mullan Agritech, Inc.-14	6770	1581223	2014
OMPHALOS, CORP-14	3670	1103640	2014
RESPONSE GENETICS INC-14	2835	1124608	2014
NEWTEK BUSINESS SERVICES, INC.-14	7389	1094019	2014
RMG Networks Holding Corp-14	7389	1512074	2014
GSE Holding, Inc.-14	3081	1275712	2014
STRATS SM TRUST FOR U S CELL CORP SEC SERIES 2004 6-14	6189	1286405	2014
MEWBOURNE ENERGY PARTNERS 08-A LP-14	1311	1436942	2014
STRATUS PROPERTIES INC-14	6552	885508	2014
DAIS ANALYTIC CORP-14	3990	1125699	2014
Empire Global Gaming, Inc.-14	3944	1501862	2014
WMI Liquidating Trust-14	6036	1545078	2014
T Bancshares, Inc.-14	6021	1272754	2014
SPECTRAL CAPITAL Corp-14	7374	1131903	2014
AFS SenSub Corp.-14	6189	1347185	2014
FSP PHOENIX TOWER CORP-14	6500	1354309	2014
IDENTIVE GROUP, INC.-14	3577	1036044	2014
Wells Fargo Commercial Mortgage Trust 2013-LC12-14	6189	1580013	2014
HII Technologies, Inc.-14	3440	1085254	2014
American Lorain CORP-14	2030	1117057	2014
4Licensing Corp-14	6794	58592	2014
AFS SenSub Corp.-14	6189	1347185	2014
United Development Funding III, LP-14	6159	1335732	2014
Eos Petro, Inc.-14	1311	1419583	2014
Carbon Natural Gas Co-14	1311	86264	2014
LEGEND INTERNATIONAL HOLDINGS INC-14	1040	1132143	2014
Envision Solar International, Inc.-14	8711	1398805	2014
SECURITY NATIONAL FINANCIAL CORP-14	6199	318673	2014
FS Investment Corp III-14	0	1579412	2014
PGI INC-14	6500	81157	2014
INTEGRATED SURGICAL SYSTEMS INC-14	3841	894871	2014
EveryWare Global, Inc.-14	5020	1532543	2014
ELEPHANT TALK COMMUNICATIONS CORP-14	4813	1084384	2014
United Realty Trust Inc-14	6798	1536256	2014
GlassesOff Inc.-14	5013	1487522	2014
Lease Equity Appreciation Fund II, L.P.-14	7350	1294154	2014
HORIZON MINERALS CORP.-14	3714	1526726	2014
LEAF Equipment Leasing Income Fund III, L.P.-14	7350	1376074	2014
Duke Mountain Resources, Inc-14	1000	1379043	2014
Rockdale Resources Corp-14	5020	1368637	2014
Atlas Resources Public #18-2009 (C) L.P.-14	1311	1433833	2014
BLUE CALYPSO, INC.-14	8200	1399587	2014
Clean Coal Technologies Inc.-14	1311	1445109	2014
MIKROS SYSTEMS CORP-14	3829	317340	2014
Polonia Bancorp Inc-14	6035	1528610	2014
STRATS(SM) Trust for Allstate Corp Securities, Series 2006-3-14	6189	1357660	2014
Xencor Inc-14	2834	1326732	2014
EMISPHERE TECHNOLOGIES INC-14	2834	805326	2014
HOLLOMAN ENERGY CORP-14	1311	1324736	2014
WFRBS Commercial Mortgage Trust 2013-C18-14	6189	1589803	2014
FOOT LOCKER INC-14	5661	850209	2014
GROWLIFE, INC.-14	3231	1161582	2014
RIVIERA HOLDINGS CORP-14	7011	899647	2014
CARDAX, INC.-14	5810	1544238	2014
Redwood Mortgage Investors IX-14	6500	1448038	2014
GLOBAL FOOD TECHNOLOGIES, INC.-14	3550	1122108	2014
INNOCOM TECHNOLOGY HOLDINGS, INC.-14	3661	1076541	2014
SUTRON CORP-14	3829	728331	2014
Green Parts International, Inc.-14	5010	1577898	2014
InsPro Technologies Corp-14	7372	1309442	2014
Wonhe High-Tech International, Inc.-14	3577	1434388	2014
HESKA CORP-14	2836	1038133	2014
ALL MARKETING SOLUTIONS, INC.-14	6794	1464300	2014
AMERICAN BIO MEDICA CORP-14	2834	896747	2014
SFX Entertainment, INC-14	7900	1553588	2014
EVEREST FUND L P-14	6221	837919	2014
REFLECT SCIENTIFIC INC-14	3821	1103090	2014
SPLUNK INC-14	7372	1353283	2014
ASTEA INTERNATIONAL INC-14	7372	945989	2014
AFS SenSub Corp.-14	6189	1347185	2014
MICROFINANCIAL INC-14	6159	827230	2014
Riverview Financial Corp-14	6021	1590799	2014
BKF CAPITAL GROUP INC-14	6282	9235	2014
STRATS(SM) TRUST FOR GEN ELEC CAP CORP SEC, SER 2004-15-14	6189	1307931	2014
Zoom Telephonics, Inc.-14	3661	1467761	2014
Restoration Hardware Holdings Inc-14	5712	1528849	2014
LGL GROUP INC-14	3679	61004	2014
RJO GLOBAL TRUST-14	6221	1027099	2014
Cypress Energy Partners, L.P.-14	1389	1587246	2014
MAN AHL DIVERSIFIED I LP-14	6221	1052354	2014
Renewable Energy Acquisition Corp.-14	6770	1418302	2014
AmpliTech Group, Inc.-14	3669	1518461	2014
KONA GRILL INC-14	5812	1265572	2014
CVD EQUIPMENT CORP-14	3559	766792	2014
Quartet Merger Corp.-14	6770	1581889	2014
OptimumBank Holdings, Inc.-14	6021	1288855	2014
CENTRAL ENERGY PARTNERS LP-14	5172	1260828	2014
AFS SenSub Corp.-14	6189	1347185	2014
AFS SenSub Corp.-14	6189	1347185	2014
Nudg Media Inc.-14	3822	1526183	2014
PAID INC-14	7389	1017655	2014
TOWER FINANCIAL CORP-14	6022	1072847	2014
CORNERSTONE BANCSHARES INC-14	6021	1038773	2014
Pacific Ethanol, Inc.-14	2860	778164	2014
Soul & Vibe Interactive Inc.-14	2834	1515115	2014
MEWBOURNE ENERGY PARTNERS 02-A LP-14	1311	1136933	2014
BERRY PETROLEUM CO-14	1311	778438	2014
Protea Biosciences Group, Inc.-14	2834	1335103	2014
HIGHLANDS BANKSHARES INC /VA/-14	6022	1008579	2014
SILVER HORN MINING LTD.-14	3612	1058307	2014
NETWORK CN INC-14	7310	934796	2014
QNB CORP-14	6022	750558	2014
INDIA ECOMMERCE CORP-14	7371	1510891	2014
SPHERIX INC-14	6794	12239	2014
Gulf & Orient Steamship Company, Ltd.-14	6770	1365388	2014
AEI INCOME & GROWTH FUND 24 LLC-14	6500	1130758	2014
Mewbourne Energy Partners 10-A, L.P.-14	1381	1491262	2014
WFRBS Commercial Mortgage Trust 2013-UBS1-14	6189	1589802	2014
BRIDGETON TACTICAL ADVISORS FUND, LP-14	6200	794775	2014
Commonwealth Income & Growth Fund VII, LP-14	7350	1450335	2014
ZETA ACQUISITION CORP II-14	6770	1422142	2014
Gaming Partners International CORP-14	3944	918580	2014
STRATS(SM) Trust for Goldman Sachs Group Securities, Series 2006-2-14	6189	1356284	2014
AMERICREDIT FINANCIAL SERVICES INC-14	6189	1002761	2014
EQUUS TOTAL RETURN, INC.-14	0	878932	2014
WFRBS Commercial Mortgage Trust 2013-C14-14	6189	1576047	2014
UBS-Barclays Commercial Mortgage Trust 2012-C4-14	6189	1559450	2014
ML Capital Group, Inc.-14	6199	1527698	2014
Wolverine Bancorp, Inc.-14	6036	1500836	2014
HEAT BIOLOGICS, INC.-14	2834	1476963	2014
STRATS(SM) TRUST FOR DOMINION RESOURCES, INC. SECURITIES, SERIES 2005-6-14	6189	1343491	2014
Panacea Global, Inc.-14	6531	1024048	2014
LASERLOCK TECHNOLOGIES INC-14	6794	1104038	2014
BLONDER TONGUE LABORATORIES INC-14	3663	1000683	2014
UBS-Barclays Commercial Mortgage Trust 2013-C6-14	6189	1571238	2014
AMERICAN SHARED HOSPITAL SERVICES-14	8071	744825	2014
Medical Hospitality Group, Inc.-14	6798	1515966	2014
LIGHTING SCIENCE GROUP CORP-14	3640	866970	2014
AEI INCOME & GROWTH FUND 25 LLC-14	6500	1185198	2014
TECOGEN INC.-14	3585	1537435	2014
First NBC Bank Holding Co-14	6022	1496631	2014
MIDWEST HOLDING INC.-14	6311	355379	2014
SANDSTON CORP-14	6770	892832	2014
PREMIER BIOMEDICAL INC-14	2836	1515740	2014
AFS SenSub Corp.-14	6189	1347185	2014
STRATS SM TRUST FOR WAL-MART STORES, INC. SECURITIES, SERIES 2005-4-14	6189	1340909	2014
MNP Petroleum Corp-14	1311	1074447	2014
CHINA EDUCATION ALLIANCE INC.-14	8200	1203900	2014
AFFYMAX INC-14	2834	1158223	2014
Atlas America Series 27-2006 L.P.-14	1311	1379763	2014
MEWBOURNE ENERGY PARTNERS 04-A LP-14	1311	1282400	2014
MJ Holdings, Inc.-14	7389	1456857	2014
WFRBS Commercial Mortgage Trust 2012-C10-14	6189	1561726	2014
HIBBETT SPORTS INC-14	5940	1017480	2014
Armada Hoffler Properties, Inc.-14	6500	1569187	2014
Citigroup Commercial Mortgage Trust 2013-GCJ11-14	6189	1573946	2014
Armada Oil, Inc.-14	1311	1081074	2014
TAITRON COMPONENTS INC-14	5065	942126	2014
INCOME OPPORTUNITY REALTY INVESTORS INC /TX/-14	6798	949961	2014
Eagle Bulk Shipping Inc.-14	4412	1322439	2014
Merriman Holdings, Inc-14	6211	826683	2014
SARATOGA RESOURCES INC /TX-14	1382	1096339	2014
EASTERN VIRGINIA BANKSHARES INC-14	6022	1047170	2014
Wilhelmina International, Inc.-14	8742	1013706	2014
Tungsten Corp.-14	7389	1475065	2014
SANUWAVE Health, Inc.-14	3841	1417663	2014
MINES MANAGEMENT INC-14	1000	66649	2014
Calpian, Inc.-14	7389	1414628	2014
CymaBay Therapeutics, Inc.-14	2834	1042074	2014
Vestin Realty Mortgage II, Inc-14	6798	1327603	2014
THT Heat Transfer Technology, Inc.-14	3443	1375686	2014
ADHEREX TECHNOLOGIES INC-14	2836	1211583	2014
ROOMLINX INC-14	4841	1021096	2014
TENGASCO INC-14	1311	1001614	2014
Yasheng Group-14	100	1123312	2014
Nova Lifestyle, Inc.-14	2510	1473334	2014
CVSL INC.-14	5960	1403085	2014
AFS SenSub Corp.-14	6189	1347185	2014
BLUE DOLPHIN ENERGY CO-14	1311	793306	2014
AUXILLIUM ENERGY INC.-14	5500	1478132	2014
IRELAND INC.-14	1040	1166338	2014
SPRIZA, INC.-14	7389	1565248	2014
Intelligent Buying, Inc.-14	5734	1358633	2014
CHOICEONE FINANCIAL SERVICES INC-14	6022	803164	2014
Independence Bancshares, Inc.-14	6021	1311828	2014
GS Mortgage Securities Trust 2012-GCJ9-14	6189	1560456	2014
Sector 5, Inc.-14	2330	1550737	2014
Foundation Healthcare, Inc.-14	8093	1272597	2014
Atlas Resources Public #17-2007 (A) L.P.-14	1311	1399542	2014
Corruven, Inc.-14	2430	1485594	2014
MEDIENT STUDIOS, INC.-14	7812	1476278	2014
MEWBOURNE ENERGY PARTNERS 09-A, L.P.-14	1311	1462103	2014
Franklin Credit Management Corp-14	6159	1555458	2014
ADVANCED MEDICAL ISOTOPE Corp-14	2810	1449349	2014
CITIZENS BANCSHARES CORP /GA/-14	6022	813640	2014
Pharmagen, Inc.-14	1000	1470915	2014
INFINITE GROUP INC-14	7370	884650	2014
AURORA GOLD CORP-14	1000	1037049	2014
Endeavor Emerging Opportunities Fund, LP-14	6221	1409834	2014
ALL AMERICAN SPORTPARK INC-14	5900	930245	2014
UTi WORLDWIDE INC-14	4731	1124827	2014
GREENSHIFT CORP-14	4950	1269127	2014
JPMBB Commercial Mortgage Securities Trust 2013-C12-14	6189	1577545	2014
eLayaway, Inc.-14	7389	1422992	2014
AFS SenSub Corp.-14	6189	1347185	2014
CIG WIRELESS CORP.-14	4899	1432754	2014
PTGi HOLDING, INC.-14	4813	1006837	2014
PAR PETROLEUM CORP/CO-14	1311	821483	2014
LOWES COMPANIES INC-14	5211	60667	2014
FNBH BANCORP INC-14	6021	943119	2014
FLEXIBLE SOLUTIONS INTERNATIONAL INC-14	2890	1069394	2014
HPC Acquisitions, Inc.-14	6770	1435224	2014
J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-C13-14	6189	1579306	2014
MINN SHARES INC-14	6770	728447	2014
TELKONET INC-14	3822	1094084	2014
Asia Green Agriculture Corp-14	100	1440476	2014
Lipocine Inc.-14	2834	1535955	2014
RAAM Global Energy Co-14	1311	1511139	2014
Omnitek Engineering Corp-14	3714	1404804	2014
BioPharma Manufacturing Solutions Inc.-14	8711	1522216	2014
Joway Health Industries Group Inc-14	9995	1263364	2014
GREEN ENVIROTECH HOLDINGS CORP.-14	3089	1428765	2014
SPECIAL DIVERSIFIED OPPORTUNITIES INC.-14	2890	911649	2014
CAFEPRESS INC.-14	5900	1117733	2014
FIRST FINANCIAL SERVICE CORP-14	6022	854395	2014
1ST CONSTITUTION BANCORP-14	6035	1141807	2014
PAYMENT DATA SYSTEMS INC-14	6099	1088034	2014
Workday, Inc.-14	7374	1327811	2014
COMMONWEALTH INCOME & GROWTH FUND V-14	7350	1253347	2014
ALTERNET SYSTEMS INC-14	7372	1126003	2014
Consumer Capital Group, Inc.-14	5140	1439299	2014
OptimizeRx Corp-14	7389	1448431	2014
TRANSAKT LTD.-14	3661	1263872	2014
Citigroup Commercial Mortgage Trust 2012-GC8-14	6189	1556811	2014
CENTURY CASINOS INC /CO/-14	7011	911147	2014
LA JOLLA PHARMACEUTICAL CO-14	2836	920465	2014
INNOVATIVE FOOD HOLDINGS INC-14	5141	312257	2014
G III APPAREL GROUP LTD /DE/-14	2300	821002	2014
MusclePharm Corp-14	2834	1415684	2014
KINGOLD JEWELRY, INC.-14	7389	1089531	2014
808 RENEWABLE ENERGY CORP-14	4932	1467913	2014
SOCKET MOBILE, INC.-14	3571	944075	2014
UNITED BANCSHARES INC /PA-14	6022	944792	2014
CYTOMEDIX INC-14	3841	1091596	2014
ENERGY & TECHNOLOGY CORP.-14	1389	1432963	2014
AMERICREDIT FINANCIAL SERVICES INC-14	6189	1002761	2014
Ashford Hospitality Prime, Inc.-14	6798	1574085	2014
SilverSun Technologies, Inc.-14	7389	1236275	2014
CHINA YIDA HOLDING, CO.-14	7310	1091325	2014
Pulse Beverage Corp-14	2086	1420569	2014
CorMedix Inc.-14	2834	1410098	2014
COMMUNITY BANK SHARES OF INDIANA INC-14	6022	933590	2014
Pathfinder Cell Therapy, Inc.-14	3842	889428	2014
BioPharmX Corp-14	1700	1504167	2014
Entia Biosciences, Inc.-14	7363	1408299	2014
WFRBS Commercial Mortgage Trust 2013-C17-14	6189	1587980	2014
WFRBS Commercial Mortgage Trust 2013-C16-14	6189	1585067	2014
Bonds.com Group, Inc.-14	8742	1179090	2014
CUR MEDIA, INC.-14	4832	1556226	2014
Silver Dragon Resources Inc.-14	1040	1017290	2014
Vestin Realty Mortgage I, Inc.-14	6798	1328300	2014
COIL TUBING TECHNOLOGY, INC.-14	3533	1084463	2014
WFRBS Commercial Mortgage Trust 2011-C5-14	6189	1532826	2014
ALR TECHNOLOGIES INC.-14	3669	1087022	2014
CAPRICOR THERAPEUTICS, INC.-14	2834	1133869	2014
ORTHOFIX INTERNATIONAL N V-14	3841	884624	2014
OverNear, Inc.-14	7812	1500904	2014
Patent Properties, Inc.-14	6794	1294649	2014
Heritage Global Inc.-14	4822	849145	2014
Atlas America Public #15-2005 (A) L.P.-14	1311	1335236	2014
JetPay Corp-14	6770	1507986	2014
PEDEVCO CORP-14	1382	1141197	2014
AFS SenSub Corp.-14	6189	1347185	2014
DecisionPoint Systems, Inc.-14	7370	1505611	2014
Platform Specialty Products Corp-14	2890	1590714	2014
STRATS(SM) Trust For Goldman Sachs Capital I Securities, Series 2005-1-14	6189	1328989	2014
FIRST NATIONAL FUNDING LLC-14	6189	1171040	2014
BOVIE MEDICAL CORP-14	3841	719135	2014
TALON REAL ESTATE HOLDING CORP.-14	6798	1426011	2014
STRATS(SM) Trust For Morgan Stanley Securities, Series 2004-16-14	6189	1310695	2014
Equinox Frontier Heritage Fund-14	6221	1389123	2014
BAY BANCORP, INC.-14	6022	859222	2014
CHINA SHOUGUAN MINING Corp-14	1040	1493893	2014
HEALTH DISCOVERY CORP-14	6794	1141788	2014
HF2 FINANCIAL MANAGEMENT INC.-14	6770	1562214	2014
ASSURED PHARMACY, INC.-14	5912	1100592	2014
WFRBS COMMERCIAL MORTGAGE TRUST 2013-C12-14	6189	1569414	2014
PFSWEB INC-14	7389	1095315	2014
AFS SenSub Corp.-14	6189	1347185	2014
NORTHEAST COMMUNITY BANCORP INC-14	6035	1354772	2014
FIRST MARINER BANCORP-14	6022	946090	2014
CASTLE GROUP INC-14	7011	918543	2014
Summit Healthcare REIT, Inc-14	6798	1310383	2014
AMERICAN REALTY INVESTORS INC-14	6510	1102238	2014
Atlas America Public #15-2006 (B) L.P.-14	1311	1357361	2014
Atlas America Public #14-2004 L.P.-14	1311	1294476	2014
Bright Mountain Holdings, Inc./FL-14	7371	1568385	2014
JPMBB Commercial Mortgage Securities Trust 2013-C14-14	6189	1582605	2014
Green Technology Solutions, Inc.-14	1382	874792	2014
MMRGlobal, Inc.-14	7389	1285701	2014
GLOBAL GREEN INC.-14	2834	1522724	2014
China Electronics Holdings, Inc.-14	5700	1440770	2014
BREEDIT CORP.-14	7372	1498067	2014
SQN AIF IV, L.P.-14	7359	1560046	2014
ZETA ACQUISITION CORP III-14	6770	1422143	2014
CHINA LONGYI GROUP INTERNATIONAL HOLDINGS LTD-14	7389	1010566	2014
NUTRA PHARMA CORP-14	2833	1119643	2014
Atlas Resources Series 28-2010 L.P.-14	1311	1487561	2014
Goodman Networks Inc-14	4812	1335982	2014
ATLAS AMERICA PUBLIC #12-2003 Limited Partnership-14	1311	1238289	2014
SPAR GROUP INC-14	7389	1004989	2014
NightCulture, Inc.-14	7900	1114208	2014
Burlington Stores, Inc.-14	5311	1579298	2014
American Casino & Entertainment Properties LLC-14	7011	1297735	2014
MINT LEASING INC-14	6172	1124127	2014
GS Mortgage Securities Trust 2013-GC13-14	6189	1578422	2014
TWO RIVER BANCORP-14	6022	1343034	2014
TELOS CORP-14	7373	320121	2014
SPINDLE, INC.-14	7389	1403802	2014
Naugatuck Valley Financial Corp-14	6035	1493552	2014
Marathon Patent Group, Inc.-14	6794	1507605	2014
ARVANA INC-14	9995	1113313	2014
CHINAWE COM INC-14	6199	1043222	2014
Echo Automotive, Inc.-14	3714	1453420	2014
Green Automotive Co-14	3711	1497632	2014
Victory Electronic Cigarettes Corp-14	2111	1398702	2014
Sebring Software, Inc.-14	8000	1452476	2014
JPMBB Commercial Mortgage Securities Trust 2013-C17-14	6189	1593269	2014
JPMBB Commercial Mortgage Securities Trust 2013-C15-14	6189	1588251	2014
OCEAN BIO CHEM INC-14	2842	350737	2014
1st FRANKLIN FINANCIAL CORP-14	6141	38723	2014
TN-K ENERGY GROUP INC.-14	1311	942650	2014
GLOBAL PARTNERS LP-14	5171	1323468	2014
REGAL ONE Corp-14	3564	845385	2014
EXPRESS, INC.-14	5600	1483510	2014
Sorrento Therapeutics, Inc.-14	8731	850261	2014
CTI INDUSTRIES CORP-14	3060	1042187	2014
ACQUIRED SALES CORP-14	7372	1391135	2014
REDWOOD MORTGAGE INVESTORS VIII-14	6500	889123	2014
MEDISWIPE INC.-14	4813	1040850	2014
ADVANCED CELL TECHNOLOGY, INC.-14	2834	1140098	2014
COMMITTED CAPITAL ACQUISITION Corp-14	5812	1399520	2014
INTERNATIONAL INDUSTRIAL ENTERPRISES, INC.-14	2741	1409986	2014
TJX COMPANIES INC /DE/-14	5651	109198	2014
AFS SenSub Corp.-14	6189	1347185	2014
AFS SenSub Corp.-14	6189	1347185	2014
BROWN SHOE CO INC-14	3140	14707	2014
BIOLARGO, INC.-14	2800	880242	2014
TILLY'S, INC.-14	5600	1524025	2014
AFS SenSub Corp.-14	6189	1347185	2014
American Business Services, Inc.-14	7389	1532882	2014
MENS WEARHOUSE INC-14	5600	884217	2014
NORTHWEST BIOTHERAPEUTICS INC-14	2834	1072379	2014
MANHATTAN SCIENTIFICS INC-14	3690	1099132	2014
PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.-14	5700	1350156	2014
Medefile International, Inc.-14	7372	842013	2014
URBAN OUTFITTERS INC-14	5651	912615	2014
TIFFANY & CO-14	5944	98246	2014
Power REIT-14	6798	1532619	2014
PHOENIX COMPANIES INC/DE-14	6311	1129633	2014
BWAY INTERMEDIATE COMPANY, INC.-14	3411	1500341	2014
RAINMAKER SYSTEMS INC-14	8741	1094007	2014
Cellular Biomedicine Group, Inc.-14	6199	1378624	2014
WORLDS INC-14	7372	1961	2014
AMERICAN APPAREL, INC-14	6770	1336545	2014
Inogen Inc-14	3842	1294133	2014
iGambit, Inc.-14	7389	1479681	2014
EASTGATE ACQUISITIONS CORP-14	6799	1099574	2014
FLEXPOINT SENSOR SYSTEMS INC-14	3829	925660	2014
Ulta Salon, Cosmetics & Fragrance, Inc.-14	5990	1403568	2014
CATO CORP-14	5621	18255	2014
EVANS & SUTHERLAND COMPUTER CORP-14	3690	276283	2014
LIFEWAY FOODS INC-14	2020	814586	2014
Canadian Tactical Training Academy Inc.-14	1040	1165639	2014
MAZZAL HOLDING CORP.-14	6552	1568875	2014
AMERIGO ENERGY, INC.-14	1311	278165	2014
ARROGENE, INC-14	6770	1403792	2014
CLAIRES STORES INC-14	5600	34115	2014
BANK JOS A CLOTHIERS INC /DE/-14	5600	920033	2014
HPEV, INC.-14	8200	1399352	2014
AMYRIS, INC.-14	2860	1365916	2014
PACIFIC GOLD CORP-14	1040	1137855	2014
PREMIER OIL FIELD SERVICES, INC.-14	3533	1488638	2014
WILLIAMS SONOMA INC-14	5700	719955	2014
MITCHAM INDUSTRIES INC-14	7359	926423	2014
EROOMSYSTEM TECHNOLOGIES INC-14	3570	1110361	2014
FRESH MEDICAL LABORATORIES, INC.-14	3841	1541884	2014
Gordmans Stores, Inc.-14	5600	1490636	2014
Melanthios Acquisition Corp.-14	6770	1502629	2014
Shiner International, Inc.-14	3081	1369774	2014
KRISPY KREME DOUGHNUTS INC-14	5400	1100270	2014
GREENKRAFT, INC.-14	3711	1398529	2014
SAExploration Holdings, Inc.-14	1382	1514732	2014
QKL Stores Inc.-14	5411	808047	2014
HST Global, Inc.-14	2834	797564	2014
New Source Energy Partners L.P.-14	1311	1560443	2014
VINCE HOLDING CORP.-14	5600	1579157	2014
First Physicians Capital Group, Inc.-14	8062	1003226	2014
Deyu Agriculture Corp.-14	2040	1467746	2014
REGENERX BIOPHARMACEUTICALS INC-14	2834	707511	2014
CHINA SHIANYUN GROUP CORP., LTD.-14	2844	1388978	2014
BLASTGARD INTERNATIONAL INC-14	2890	1102358	2014
